City_ID,City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
331,lavrentiya,92,RU,1538262636,88,65.58,-170.99,46.72,22.84
332,kiama,0,AU,1538258400,54,-34.67,150.86,53.6,8.05
333,artigas,56,BR,1538263319,100,-30.4,-56.46,68.77,13.56
334,sampit,0,ID,1538263319,89,-2.54,112.95,78.85,4.61
335,kattivakkam,40,IN,1538262000,83,13.22,80.32,82.4,2.24
336,dospat,92,BG,1538263320,90,41.65,24.16,48.52,3.38
337,alpine,90,US,1538260680,61,43.07,-85.69,53.96,4.7
338,beringovskiy,92,RU,1538262870,95,63.05,179.32,48.7,22.28
339,geraldton,90,CA,1538258400,59,49.72,-86.95,35.6,8.05
340,makubetsu,75,JP,1538260800,93,42.84,143.34,55.4,3.36
341,ulaangom,44,MN,1538263321,76,49.98,92.07,34.21,1.7
342,washougal,1,US,1538261580,58,45.58,-122.35,66.02,3.36
343,ko samui,20,TH,1538262000,83,9.54,99.94,82.4,2.24
344,upington,0,ZA,1538262000,8,-28.46,21.24,66.2,8.05
345,kidal,56,ML,1538263323,53,18.44,1.41,76.42,2.93
346,cumberland,1,US,1538261760,80,41.97,-71.43,71.06,6.93
347,san rafael,0,AR,1538262593,72,-34.61,-68.33,54.55,8.08
348,okhotsk,32,RU,1538263324,86,59.36,143.24,42.76,12.21
349,high level,75,CA,1538262000,51,58.52,-117.13,37.4,6.93
350,lyubech,0,UA,1538263325,84,51.7,30.66,33.4,3.04
351,ulladulla,0,AU,1538258400,54,-35.36,150.48,53.6,8.05
352,myitkyina,64,MM,1538263044,95,25.38,97.4,74.35,2.37
353,constitucion,90,MX,1538257320,53,23.99,-104.67,71.6,6.93
354,tarata,0,PE,1538263326,82,-17.47,-70.03,43.21,1.03
355,usinsk,92,RU,1538263326,97,66.0,57.56,39.43,14.67
356,hoquiam,90,US,1538261580,72,46.98,-123.89,68.0,9.17
357,srednekolymsk,92,RU,1538262699,89,67.46,153.71,34.21,8.08
358,moose factory,90,CA,1538258400,79,51.26,-80.61,37.4,9.17
359,bereda,8,ES,1538262000,87,43.27,-7.54,60.8,1.12
360,riyadh,0,SA,1538258400,22,24.63,46.72,78.8,2.71
361,linares,92,CL,1538263328,93,-35.85,-71.6,44.11,4.05
362,anori,12,BR,1538263328,70,-3.74,-61.66,83.53,2.37
363,sukabumi,12,ID,1538263329,91,-6.92,106.93,69.31,4.61
364,dakoro,8,NE,1538263329,85,14.51,6.76,72.01,3.04
365,katobu,92,ID,1538263329,90,-4.94,122.53,81.37,5.5
366,roebourne,8,AU,1538263330,65,-20.77,117.15,67.69,10.09
367,ewa beach,75,US,1538262420,82,21.32,-158.01,89.06,9.17
368,itatinga,80,BR,1538263330,84,-23.1,-48.61,70.84,8.41
369,northam,0,GB,1538261400,100,51.04,-4.21,48.2,3.36
370,nuevo progreso,1,US,1538261700,63,26.05,-97.95,86.0,12.75
371,isangel,92,VU,1538262880,100,-19.55,169.27,73.27,21.16
372,ceska kamenice,0,CZ,1538261400,80,50.8,14.42,39.2,6.93
373,dingle,64,PH,1538262649,100,11.0,122.67,76.6,4.5
374,noumea,0,NC,1538260200,50,-22.28,166.46,78.8,4.7
375,vaitape,0,PF,1538263332,100,-16.52,-151.75,77.32,5.06
376,tallahassee,20,US,1538262900,70,30.44,-84.28,89.6,2.37
377,escarcega,56,MX,1538263333,97,18.61,-90.75,75.25,1.92
378,sabang,56,PH,1538263334,100,13.72,123.58,79.57,3.71
379,szczytno,0,PL,1538263334,81,53.57,20.99,40.69,10.42
380,bodrum,75,TR,1538261400,78,37.04,27.43,71.6,6.93
